cgid,is.inoshita.2015.dmp,is.pbmc.dmp,is.whole.blood.dmp,ttest.pvalue.pbmc,ttest.pvalue.whole.blood,dnam.direction.inoshita.2015.dmp,dnam.direction.pbmc.dmp,dnam.direction.whole.blood.dmp,relation.to.island,ucsc.gene.names,ucsc.gene.groups,ucsc.gene.acc
cg05013912,FALSE,TRUE,FALSE,1.94e-30,0,0,0.033,0,OpenSea,"","",""
cg17662369,FALSE,TRUE,FALSE,2.01e-30,0,0,0.024,0,N_Shore,TBC1D9B;TBC1D9B,Body;Body,NM_015043;NM_198868
cg19284039,FALSE,TRUE,FALSE,2.03e-30,0,0,-0.103,0,Island,ASCL2,TSS1500,NM_005170
cg07088882,FALSE,TRUE,FALSE,2.07e-30,0,0,-0.029,0,N_Shelf,"","",""
cg02384251,FALSE,TRUE,FALSE,2.28e-30,0,0,0.027,0,Island,CTBP1;CTBP1,3'UTR;3'UTR,NM_001012614;NM_001328
cg02986791,FALSE,TRUE,FALSE,2.43e-30,0,0,0.017,0,N_Shore,ABCA7,Body,NM_019112
cg09517766,FALSE,TRUE,FALSE,2.54e-30,0,0,-0.044,0,OpenSea,"","",""
cg23202177,FALSE,TRUE,FALSE,2.56e-30,0,0,-0.044,0,S_Shore,NHLH2;NHLH2;NHLH2,5'UTR;1stExon;5'UTR,NM_001111061;NM_001111061;NM_005599
cg17852385,FALSE,TRUE,TRUE,2.73e-30,7.39e-144,0,-0.051,-0.03,Island,CYP1A1,TSS1500,NM_000499
cg12596914,FALSE,TRUE,FALSE,3.2e-30,0,0,0.022,0,Island,EPHA8;EPHA8,Body;Body,NM_001006943;NM_020526
cg24724587,FALSE,TRUE,FALSE,3.29e-30,0,0,-0.033,0,S_Shore,DDAH1,TSS200,NM_001134445
cg08926642,FALSE,TRUE,FALSE,3.48e-30,0,0,-0.048,0,Island,PER3,Body,NM_016831
cg11651614,FALSE,TRUE,FALSE,3.48e-30,0,0,0.041,0,Island,"","",""
cg19593401,FALSE,TRUE,FALSE,3.51e-30,0,0,0.036,0,OpenSea,CCDC80;CCDC80,TSS1500;TSS1500,NM_199512;NM_199511
cg14785609,TRUE,TRUE,FALSE,3.53e-30,0,-0.05,-0.031,0,Island,"","",""
cg14576824,FALSE,TRUE,TRUE,3.57e-30,1.38e-165,0,-0.044,-0.034,N_Shore,RPS6KC1;RPS6KC1,TSS200;TSS200,NM_001136138;NM_012424
cg23132774,FALSE,TRUE,FALSE,3.81e-30,0,0,0.04,0,Island,RASA3,Body,NM_007368
cg19828220,FALSE,TRUE,FALSE,3.92e-30,0,0,0.04,0,N_Shelf,LOC404266;LOC404266;HOXB6,Body;Body;TSS200,NR_033204;NR_033201;NM_018952
cg02916332,FALSE,TRUE,FALSE,3.93e-30,0,0,0.063,0,Island,HOXA5,TSS1500,NM_019102
cg25617012,FALSE,TRUE,FALSE,3.95e-30,0,0,0.034,0,S_Shore,"","",""
cg16100135,FALSE,TRUE,FALSE,3.95e-30,0,0,-0.005,0,Island,MYC,Body,NM_002467
cg00896370,FALSE,TRUE,TRUE,3.97e-30,1.28e-129,0,-0.019,-0.014,S_Shore,ZIC4;ZIC4;ZIC4,Body;Body;Body,NM_001168378;NM_032153;NM_001168379
cg26397250,FALSE,TRUE,FALSE,3.99e-30,0,0,-0.022,0,N_Shelf,PDE6B;PDE6B,Body;Body,NM_000283;NM_001145291
cg02162897,FALSE,TRUE,TRUE,4.09e-30,1.08e-100,0,-0.046,-0.018,N_Shore,CYP1B1,Body,NM_000104
cg00224508,FALSE,TRUE,FALSE,4.15e-30,0,0,-0.005,0,N_Shore,CDC42SE1;CDC42SE1;MLLT11,5'UTR;5'UTR;TSS1500,NM_001038707;NM_020239;NM_006818
cg19642433,FALSE,TRUE,FALSE,4.48e-30,0,0,-0.01,0,N_Shore,C12orf56;C12orf56,Body;Body,NM_001170633;NM_001099676
cg04016326,FALSE,TRUE,FALSE,4.89e-30,0,0,-0.027,0,N_Shore,GRIN2B;GRIN2B,1stExon;5'UTR,NM_000834;NM_000834
cg24374636,FALSE,TRUE,FALSE,4.95e-30,0,0,-0.032,0,S_Shore,TYRO3,Body,NM_006293
cg26105227,FALSE,TRUE,FALSE,5.04e-30,0,0,-0.018,0,N_Shelf,ABCC8,Body,NM_000352
cg00815399,FALSE,TRUE,FALSE,5.15e-30,0,0,0.047,0,N_Shore,"","",""
cg00601042,FALSE,TRUE,FALSE,5.23e-30,0,0,0.047,0,Island,GALNT9,Body,NM_001122636
cg12000131,FALSE,TRUE,TRUE,5.24e-30,5.08e-125,0,-0.026,-0.018,N_Shore,ANKRD13B;CORO6,3'UTR;3'UTR,NM_152345;NM_032854
cg02618733,FALSE,TRUE,FALSE,5.4e-30,0,0,0.027,0,Island,ATP8B3,Body,NM_138813
cg14090916,FALSE,TRUE,FALSE,5.74e-30,0,0,0.027,0,S_Shore,GRIN1;GRIN1;GRIN1,Body;Body;Body,NM_000832;NM_007327;NM_021569
cg08139206,FALSE,TRUE,TRUE,6.02e-30,2.71e-134,0,-0.036,-0.023,S_Shelf,"","",""
cg10500283,FALSE,TRUE,FALSE,6.47e-30,0,0,0.014,0,OpenSea,UTS2;UTS2;UTS2,1stExon;Body;5'UTR,NM_006786;NM_021995;NM_006786
cg04498014,FALSE,TRUE,FALSE,6.55e-30,0,0,0.038,0,Island,TNRC6C;TNRC6C,5'UTR;5'UTR,NM_018996;NM_001142640
cg02758552,FALSE,TRUE,TRUE,6.74e-30,3.33e-99,0,-0.048,-0.028,Island,GPX1;GPX1;GPX1;GPX1,1stExon;1stExon;5'UTR;5'UTR,NM_000581;NM_201397;NM_201397;NM_000581
cg07593415,FALSE,TRUE,FALSE,6.9e-30,0,0,0.015,0,Island,TIMM13,3'UTR,NM_012458
cg08947181,FALSE,TRUE,TRUE,6.96e-30,1.64e-103,0,-0.016,-0.013,S_Shore,HPCAL4,5'UTR,NM_016257
cg27597505,FALSE,TRUE,FALSE,7.04e-30,0,0,-0.064,0,S_Shelf,"","",""
cg23806727,FALSE,TRUE,FALSE,7.23e-30,0,0,0.027,0,OpenSea,MGAT5,Body,NM_002410
cg16829998,FALSE,TRUE,FALSE,7.42e-30,0,0,0.013,0,N_Shore,SLC17A7,TSS200,NM_020309
cg04366687,FALSE,TRUE,FALSE,7.74e-30,0,0,-0.016,0,Island,OPLAH,Body,NM_017570
cg00590260,FALSE,TRUE,FALSE,7.99e-30,0,0,0.053,0,Island,DIP2C,Body,NM_014974
cg25703784,FALSE,TRUE,FALSE,8.01e-30,0,0,0.031,0,N_Shore,WDR46;WDR46,Body;Body,NM_005452;NM_001164267
cg14788688,FALSE,TRUE,FALSE,8.03e-30,0,0,-0.057,0,OpenSea,"","",""
cg15065854,FALSE,TRUE,FALSE,8.15e-30,0,0,0.047,0,Island,CFD,Body,NM_001928
cg07787614,FALSE,TRUE,FALSE,8.74e-30,0,0,0.057,0,S_Shore,TNRC6C;TNRC6C,5'UTR;5'UTR,NM_018996;NM_001142640
cg04347708,FALSE,TRUE,FALSE,8.86e-30,0,0,0.022,0,N_Shelf,"","",""
cg05833851,FALSE,TRUE,FALSE,9.52e-30,0,0,-0.011,0,Island,CLYBL,3'UTR,NM_206808
cg03565777,FALSE,TRUE,FALSE,9.75e-30,0,0,0.04,0,Island,"","",""
cg22997177,FALSE,TRUE,FALSE,9.86e-30,0,0,-0.034,0,N_Shore,ATP5G2;ATP5G2,TSS1500;TSS200,NM_005176;NM_001002031
cg09971754,TRUE,TRUE,TRUE,1.01e-29,3.8e-175,0.05,0.008,0.006,Island,ANKRD11,TSS1500,NM_013275
cg22505006,FALSE,TRUE,FALSE,1.02e-29,0,0,0.06,0,OpenSea,ZBTB7B,5'UTR,NM_015872
cg06746670,FALSE,TRUE,FALSE,1.03e-29,0,0,0.007,0,S_Shelf,SALL1;SALL1,Body;Body,NM_002968;NM_001127892
cg12776061,FALSE,TRUE,FALSE,1.04e-29,0,0,0.017,0,S_Shelf,RXRB,Body,NM_021976
cg02410245,FALSE,TRUE,FALSE,1.04e-29,0,0,0.025,0,N_Shore,IFFO1;IFFO1;IFFO1,3'UTR;3'UTR;3'UTR,NM_080730;NM_080731;NM_001039670
cg03749207,FALSE,TRUE,TRUE,1.1e-29,4e-119,0,0.044,0.027,Island,PRR25,Body,NM_001013638
cg17208748,FALSE,TRUE,FALSE,1.37e-29,0,0,-0.026,0,OpenSea,"","",""
cg14909179,FALSE,TRUE,FALSE,1.38e-29,0,0,0.026,0,S_Shore,CHID1;CHID1;CHID1;CHID1;CHID1,Body;Body;Body;Body;Body,NM_001142677;NM_023947;NM_001142675;NM_001142674;NM_001142676
cg12564962,FALSE,TRUE,FALSE,1.39e-29,0,0,-0.008,0,Island,DSCR6,TSS1500,NM_018962
cg26607620,FALSE,TRUE,FALSE,1.4e-29,0,0,0.055,0,Island,DLGAP2,Body,NM_004745
cg24526899,FALSE,TRUE,FALSE,1.42e-29,0,0,-0.033,0,S_Shore,BMP4;BMP4,TSS1500;TSS1500,NM_001202;NM_130850
cg10426234,FALSE,TRUE,FALSE,1.42e-29,0,0,0.008,0,S_Shore,"","",""
cg15754630,FALSE,TRUE,FALSE,1.5e-29,0,0,0.011,0,OpenSea,CHSY1,Body,NM_014918
cg21846177,FALSE,TRUE,FALSE,1.56e-29,0,0,-0.046,0,S_Shore,NCRNA00028,TSS200,NR_024358
cg14573817,FALSE,TRUE,FALSE,1.58e-29,0,0,-0.053,0,N_Shore,C12orf23,TSS1500,NM_152261
cg25584814,FALSE,TRUE,TRUE,1.58e-29,1.19e-118,0,-0.039,-0.019,Island,MIER2,TSS1500,NM_017550
cg27532360,TRUE,TRUE,FALSE,1.61e-29,0,-0.04,-0.034,0,OpenSea,ITGA2B,Body,NM_000419
cg13375538,FALSE,TRUE,FALSE,1.61e-29,0,0,0.021,0,N_Shore,PRDX2;PRDX2,Body;Body,NM_005809;NM_181738
cg10048215,FALSE,TRUE,FALSE,1.65e-29,0,0,0.027,0,N_Shore,APOLD1;APOLD1,Body;TSS200,NM_001130415;NM_030817
cg12512173,FALSE,TRUE,FALSE,1.67e-29,0,0,0.011,0,S_Shore,ARHGEF7;ARHGEF7;ARHGEF7;ARHGEF7;ARHGEF7,Body;Body;Body;Body;Body,NM_001113511;NM_001113513;NM_001113512;NM_003899;NM_145735
cg08415582,FALSE,TRUE,TRUE,1.69e-29,2.09e-156,0,-0.059,-0.042,Island,"","",""
cg19761502,FALSE,TRUE,FALSE,1.74e-29,0,0,0.034,0,N_Shore,WRB;WRB,Body;TSS200,NM_004627;NM_001146218
cg25972360,FALSE,TRUE,FALSE,1.8e-29,0,0,-0.005,0,Island,TBCCD1;DNAJB11,TSS200;TSS200,NM_001134415;NM_016306
cg14052235,FALSE,TRUE,FALSE,1.82e-29,0,0,0.043,0,Island,ELANE,Body,NM_001972
cg12479444,FALSE,TRUE,FALSE,1.87e-29,0,0,0.063,0,Island,"","",""
cg13912631,FALSE,TRUE,FALSE,1.9e-29,0,0,0.05,0,N_Shore,"","",""
cg19626656,FALSE,TRUE,FALSE,2.18e-29,0,0,0.048,0,S_Shore,C1orf159,TSS1500,NM_017891
cg14207833,FALSE,TRUE,FALSE,2.2e-29,0,0,0.036,0,S_Shelf,UPF1,Body,NM_002911
cg05915609,FALSE,TRUE,TRUE,2.21e-29,1.15e-168,0,-0.037,-0.021,S_Shore,PRSS22,Body,NM_022119
cg11225089,FALSE,TRUE,FALSE,2.24e-29,0,0,0.041,0,OpenSea,"","",""
cg27641532,FALSE,TRUE,FALSE,2.26e-29,0,0,0.047,0,S_Shore,"","",""
cg27202913,FALSE,TRUE,TRUE,2.27e-29,1.53e-117,0,0.034,0.013,Island,CDH15,Body,NM_004933
cg03472880,FALSE,TRUE,FALSE,2.3e-29,0,0,-0.027,0,N_Shore,"","",""
cg18854144,FALSE,TRUE,FALSE,2.31e-29,0,0,0.02,0,S_Shore,C6orf25;C6orf25;C6orf25;C6orf25;C6orf25;C6orf25,Body;Body;Body;Body;Body;Body,NM_138274;NM_138273;NM_138275;NM_138272;NM_025260;NM_138277
cg05445244,FALSE,TRUE,FALSE,2.36e-29,0,0,-0.037,0,N_Shore,NPY1R,5'UTR,NM_000909
cg02862153,FALSE,TRUE,FALSE,2.42e-29,0,0,-0.006,0,Island,CUX1;CUX1;CUX1,Body;TSS1500;Body,NM_181500;NM_181552;NM_001913
cg13557773,FALSE,TRUE,FALSE,2.45e-29,0,0,0.041,0,Island,RASA3,Body,NM_007368
cg22472945,FALSE,TRUE,FALSE,2.47e-29,0,0,-0.031,0,N_Shore,"","",""
cg17512474,FALSE,TRUE,FALSE,2.49e-29,0,0,-0.036,0,Island,CDX1,TSS200,NM_001804
cg10052597,FALSE,TRUE,FALSE,2.57e-29,0,0,0.028,0,N_Shore,GALNT9,Body,NM_001122636
cg11819013,FALSE,TRUE,FALSE,2.61e-29,0,0,-0.004,0,Island,IMPDH2,TSS200,NM_000884
cg25065723,FALSE,TRUE,FALSE,2.64e-29,0,0,0.04,0,N_Shore,TCERG1L,Body,NM_174937
cg08552290,FALSE,TRUE,FALSE,2.67e-29,0,0,0.029,0,Island,C19orf34;CSNK1G2,Body;5'UTR,NM_152771;NM_001319
cg09872841,FALSE,TRUE,FALSE,2.93e-29,0,0,0.024,0,Island,ITPKB,Body,NM_002221
cg20236750,FALSE,TRUE,FALSE,2.99e-29,0,0,-0.034,0,OpenSea,LGI1,TSS1500,NM_005097
cg08199758,FALSE,TRUE,FALSE,3.12e-29,0,0,-0.035,0,N_Shore,CLDN9,TSS200,NM_020982
cg20559189,FALSE,TRUE,FALSE,3.14e-29,0,0,-0.021,0,N_Shore,TUB;TUB,TSS1500;Body,NM_177972;NM_003320
cg23856611,FALSE,TRUE,FALSE,3.34e-29,0,0,0.029,0,OpenSea,AGAP1;AGAP1,Body;Body,NM_014914;NM_001037131
cg11238995,FALSE,TRUE,FALSE,3.53e-29,0,0,-0.017,0,OpenSea,SYNPR,Body,NM_001130003
cg18919659,FALSE,TRUE,FALSE,3.57e-29,0,0,0.024,0,OpenSea,PACSIN2,TSS200,NM_007229
cg26104932,FALSE,TRUE,FALSE,3.62e-29,0,0,-0.04,0,S_Shore,CYP27A1,Body,NM_000784
cg06355129,FALSE,TRUE,FALSE,3.67e-29,0,0,-0.062,0,Island,NES,1stExon,NM_006617
cg24006352,FALSE,TRUE,FALSE,3.75e-29,0,0,-0.016,0,N_Shore,KCND3;KCND3,5'UTR;5'UTR,NM_172198;NM_004980
cg01629940,FALSE,TRUE,FALSE,4e-29,0,0,-0.018,0,S_Shore,TRADD,Body,NM_003789
cg03794214,FALSE,TRUE,FALSE,4.01e-29,0,0,0.011,0,S_Shore,RRP7A,Body,NM_015703
cg06732516,FALSE,TRUE,TRUE,4.08e-29,3.16e-132,0,0.028,0.018,Island,TNNI3,Body,NM_000363
cg23111641,FALSE,TRUE,FALSE,4.18e-29,0,0,0.014,0,OpenSea,CYBASC3;CYBASC3;CYBASC3,3'UTR;3'UTR;3'UTR,NM_001161454;NM_153611;NM_001161452
cg06468978,FALSE,TRUE,FALSE,4.19e-29,0,0,0.026,0,S_Shore,CACNA1H;CACNA1H,Body;Body,NM_021098;NM_001005407
cg12837463,FALSE,TRUE,FALSE,4.22e-29,0,0,-0.026,0,N_Shore,"","",""
cg02389942,FALSE,TRUE,TRUE,4.27e-29,1.33e-126,0,-0.036,-0.024,Island,OXCT1,Body,NM_000436
cg07019075,FALSE,TRUE,FALSE,4.62e-29,0,0,-0.013,0,N_Shore,FLJ35390;FLJ35390;RASA4P,TSS200;Body;Body,NR_024416;NR_015401;NR_024116
cg06662140,FALSE,TRUE,FALSE,4.62e-29,0,0,0.011,0,Island,KLHDC7A,1stExon,NM_152375
cg23256951,FALSE,TRUE,FALSE,4.67e-29,0,0,0.051,0,N_Shore,MUC1;MUC1;MUC1;MUC1;MUC1;MUC1;MUC1,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,NM_001044391;NM_002456;NM_001044390;NM_001044393;NM_001018016;NM_001018017;NM_001044392
cg20745419,FALSE,TRUE,FALSE,4.74e-29,0,0,-0.025,0,S_Shelf,C1orf230,Body,NM_001144956
cg02093808,TRUE,TRUE,TRUE,4.89e-29,7.51e-184,-0.06,-0.029,-0.023,Island,"","",""
cg18769120,FALSE,TRUE,FALSE,4.95e-29,0,0,-0.041,0,N_Shore,"","",""
cg15235707,FALSE,TRUE,FALSE,4.98e-29,0,0,-0.025,0,OpenSea,NTM,Body,NM_001048209
cg13475732,FALSE,TRUE,TRUE,5.14e-29,2e-182,0,0.009,0.007,Island,ISOC2;ISOC2;ISOC2,5'UTR;5'UTR;5'UTR,NM_001136202;NM_024710;NM_001136201
cg05072008,TRUE,TRUE,FALSE,5.44e-29,0,-0.08,-0.055,0,Island,FIGNL1;FIGNL1,TSS1500;TSS1500,NM_001042762;NM_022116
cg22704845,FALSE,TRUE,FALSE,5.47e-29,0,0,-0.038,0,N_Shore,"","",""
cg24116385,FALSE,TRUE,FALSE,5.52e-29,0,0,-0.022,0,OpenSea,"","",""
cg00421221,FALSE,TRUE,TRUE,5.69e-29,1.47e-108,0,-0.019,-0.012,N_Shore,INHBB,Body,NM_002193
cg14470121,FALSE,TRUE,FALSE,5.78e-29,0,0,0.023,0,Island,IFT140;TMEM204,Body;Body,NM_014714;NM_024600
cg05799507,FALSE,TRUE,FALSE,5.91e-29,0,0,-0.01,0,Island,MT1DP;MT1DP,TSS1500;TSS1500,NR_003658;NR_027781
cg08520451,FALSE,TRUE,FALSE,5.97e-29,0,0,-0.008,0,S_Shore,"","",""
cg19504245,FALSE,TRUE,FALSE,6.22e-29,0,0,-0.071,0,OpenSea,TNNT1;TNNT1;TNNT1,TSS200;TSS200;TSS200,NM_003283;NM_001126133;NM_001126132
cg20392764,FALSE,TRUE,FALSE,6.45e-29,0,0,-0.033,0,S_Shore,ASCL2,TSS1500,NM_005170
cg06531573,FALSE,TRUE,FALSE,6.52e-29,0,0,0.043,0,Island,PRR25,Body,NM_001013638
cg20390711,FALSE,TRUE,TRUE,6.61e-29,6.07e-165,0,-0.079,-0.043,Island,C6orf174,Body,NM_001012279
cg21528729,FALSE,TRUE,FALSE,6.85e-29,0,0,0.015,0,OpenSea,INSIG1;INSIG1;INSIG1,Body;3'UTR;Body,NM_005542;NM_198337;NM_198336
cg19568003,FALSE,TRUE,FALSE,6.97e-29,0,0,-0.043,0,Island,AURKC;AURKC;AURKC,TSS200;TSS1500;TSS200,NM_003160;NM_001015878;NM_001015879
cg27243166,FALSE,TRUE,FALSE,7.35e-29,0,0,-0.042,0,Island,NRXN2;NRXN2,Body;Body,NM_138732;NM_015080
cg08767627,FALSE,TRUE,FALSE,7.42e-29,0,0,-0.044,0,N_Shore,NPY1R,5'UTR,NM_000909
cg11532795,FALSE,TRUE,FALSE,7.47e-29,0,0,-0.006,0,Island,SLC39A1;CREB3L4,5'UTR;TSS1500,NM_014437;NM_130898
cg03368099,FALSE,TRUE,FALSE,7.7e-29,0,0,0.042,0,Island,HOXA5,TSS1500,NM_019102
cg06039161,FALSE,TRUE,FALSE,7.79e-29,0,0,0.037,0,Island,SHANK2,Body,NM_012309
cg16681199,FALSE,TRUE,FALSE,7.88e-29,0,0,-0.023,0,N_Shore,COL9A1;COL9A1,Body;Body,NM_001851;NM_078485
cg13206530,FALSE,TRUE,FALSE,7.92e-29,0,0,-0.031,0,S_Shore,"","",""
cg00469015,FALSE,TRUE,TRUE,8.07e-29,1.2e-215,0,-0.047,-0.037,N_Shore,RPLP1;RPLP1,TSS1500;TSS1500,NM_213725;NM_001003
cg11342821,FALSE,TRUE,FALSE,8.11e-29,0,0,0.028,0,OpenSea,"","",""
cg12272104,FALSE,TRUE,FALSE,8.65e-29,0,0,0.017,0,Island,DAZAP1;DAZAP1,Body;Body,NM_018959;NM_170711
cg01067216,FALSE,TRUE,FALSE,8.86e-29,0,0,0.036,0,Island,"","",""
cg04589761,FALSE,TRUE,FALSE,9.22e-29,0,0,-0.034,0,OpenSea,DGKG;DGKG;DGKG,Body;Body;Body,NM_001346;NM_001080744;NM_001080745
cg21400170,FALSE,TRUE,FALSE,9.24e-29,0,0,0.027,0,Island,"","",""
cg15095327,FALSE,TRUE,FALSE,9.41e-29,0,0,0.027,0,OpenSea,IL17RE;IL17RE;IL17RE;IL17RE;IL17RE,1stExon;5'UTR;1stExon;5'UTR;5'UTR,NM_153480;NM_153483;NM_153481;NM_153480;NM_153481
cg00842595,FALSE,TRUE,FALSE,9.72e-29,0,0,0.065,0,Island,C17orf97,Body,NM_001013672
cg01107136,FALSE,TRUE,FALSE,1.03e-28,0,0,0.019,0,Island,TMEM132E,Body,NM_207313
cg16527108,FALSE,TRUE,FALSE,1.08e-28,0,0,0.023,0,N_Shore,JAKMIP1;JAKMIP1,Body;Body,NM_144720;NM_001099433
cg10047026,FALSE,TRUE,FALSE,1.08e-28,0,0,-0.037,0,Island,ARRB2;ARRB2;ARRB2;ARRB2,5'UTR;1stExon;1stExon;5'UTR,NM_199004;NM_199004;NM_004313;NM_004313
cg08346820,FALSE,TRUE,TRUE,1.11e-28,1.17e-103,0,-0.032,-0.018,S_Shore,"","",""
cg18432441,FALSE,TRUE,FALSE,1.12e-28,0,0,-0.031,0,S_Shelf,TUB;TUB,Body;Body,NM_177972;NM_003320
cg05614952,FALSE,TRUE,FALSE,1.15e-28,0,0,0.017,0,OpenSea,GOLGA3,Body,NM_005895
cg09065876,FALSE,TRUE,FALSE,1.17e-28,0,0,-0.047,0,Island,"","",""
cg14125707,FALSE,TRUE,FALSE,1.22e-28,0,0,-0.035,0,S_Shelf,LMX1B,Body,NM_002316
cg09327358,FALSE,TRUE,FALSE,1.23e-28,0,0,-0.031,0,N_Shore,NSMCE1,5'UTR,NM_145080
cg04190002,TRUE,TRUE,TRUE,1.24e-28,1.93e-94,-0.03,-0.031,-0.023,Island,SHANK3,Body,NM_001080420
cg08436104,FALSE,TRUE,FALSE,1.25e-28,0,0,-0.046,0,OpenSea,"","",""
cg16813662,FALSE,TRUE,TRUE,1.27e-28,1.4e-109,0,-0.026,-0.019,Island,"","",""
cg22332722,FALSE,TRUE,FALSE,1.31e-28,0,0,-0.06,0,N_Shore,CDH2,Body,NM_001792
cg09430518,FALSE,TRUE,FALSE,1.35e-28,0,0,0.034,0,OpenSea,"","",""
cg02624019,FALSE,TRUE,FALSE,1.4e-28,0,0,0.012,0,S_Shore,CCDC61;MIR769,Body;TSS1500,NM_001080402;NR_030412
cg12906740,FALSE,TRUE,FALSE,1.4e-28,0,0,-0.003,0,Island,NUDT15,Body,NM_018283
cg27563126,FALSE,TRUE,FALSE,1.43e-28,0,0,0.034,0,Island,PRRX2,Body,NM_016307
cg00488718,FALSE,TRUE,FALSE,1.47e-28,0,0,-0.004,0,S_Shore,MFSD8;C4orf29,5'UTR;5'UTR,NM_152778;NM_001039717
cg19251564,FALSE,TRUE,TRUE,1.48e-28,1.88e-131,0,-0.035,-0.022,N_Shelf,"","",""
cg16594957,FALSE,TRUE,FALSE,1.49e-28,0,0,0.017,0,Island,CREBBP;CREBBP,3'UTR;3'UTR,NM_001079846;NM_004380
cg13304350,FALSE,TRUE,FALSE,1.52e-28,0,0,-0.036,0,OpenSea,"","",""
cg07416187,FALSE,TRUE,FALSE,1.54e-28,0,0,0.021,0,OpenSea,"","",""
cg06783003,FALSE,TRUE,FALSE,1.58e-28,0,0,0.017,0,OpenSea,RNF220,Body,NM_018150
cg09203312,FALSE,TRUE,FALSE,1.6e-28,0,0,-0.04,0,N_Shore,GJB6;GJB6;GJB6;GJB6;GJB6,5'UTR;5'UTR;5'UTR;5'UTR;1stExon,NM_001110220;NM_001110219;NM_001110221;NM_006783;NM_006783
cg16637188,FALSE,TRUE,FALSE,1.62e-28,0,0,0.025,0,N_Shore,TFDP1;TFDP1,Body;Body,NR_026580;NM_007111
cg08758352,FALSE,TRUE,FALSE,1.71e-28,0,0,0.031,0,OpenSea,"","",""
cg06055249,FALSE,TRUE,FALSE,1.74e-28,0,0,-0.015,0,N_Shore,"","",""
cg17379932,FALSE,TRUE,FALSE,1.76e-28,0,0,-0.051,0,S_Shore,UPF2;UPF2,TSS1500;TSS1500,NM_015542;NM_080599
cg04497389,FALSE,TRUE,FALSE,1.78e-28,0,0,0.058,0,Island,"","",""
cg12466919,FALSE,TRUE,FALSE,1.8e-28,0,0,0.018,0,S_Shelf,SQSTM1;SQSTM1;SQSTM1,Body;Body;Body,NM_001142298;NM_001142299;NM_003900
cg03792653,FALSE,TRUE,TRUE,1.83e-28,1.97e-160,0,-0.035,-0.021,N_Shore,RPRD1B;KIAA0406,TSS1500;5'UTR,NM_021215;NM_014657
cg02749105,FALSE,TRUE,FALSE,1.9e-28,0,0,-0.024,0,Island,ZNF837;ZNF837,3'UTR;3'UTR,NM_001129730;NM_138466
cg08354681,FALSE,TRUE,FALSE,2.04e-28,0,0,0.045,0,N_Shore,CDYL,Body,NR_026590
cg25710298,FALSE,TRUE,FALSE,2.08e-28,0,0,-0.041,0,N_Shore,FAM150B,Body,NM_001002919
cg18001427,FALSE,TRUE,FALSE,2.15e-28,0,0,-0.017,0,S_Shore,RWDD2B,TSS200,NM_016940
cg25204926,FALSE,TRUE,FALSE,2.15e-28,0,0,0.012,0,Island,LPAR5;LPAR5,3'UTR;3'UTR,NM_020400;NM_001142961
cg25220979,FALSE,TRUE,FALSE,2.17e-28,0,0,0.03,0,S_Shore,IGF2BP1;IGF2BP1,Body;Body,NM_006546;NM_001160423
cg18877667,FALSE,TRUE,FALSE,2.18e-28,0,0,-0.027,0,S_Shore,DLX4;DLX4,Body;Body,NM_138281;NM_001934
cg21736411,FALSE,TRUE,FALSE,2.24e-28,0,0,0.02,0,N_Shore,WRB;WRB,Body;TSS200,NM_004627;NM_001146218
cg24664957,FALSE,TRUE,FALSE,2.32e-28,0,0,0.031,0,S_Shore,VPS37B,TSS1500,NM_024667
cg00513208,FALSE,TRUE,FALSE,2.35e-28,0,0,-0.074,0,S_Shore,UPF2;UPF2,TSS1500;TSS1500,NM_015542;NM_080599
cg01613691,FALSE,TRUE,FALSE,2.39e-28,0,0,0.047,0,Island,GPX4;GPX4;GPX4,Body;Body;Body,NM_001039847;NM_001039848;NM_002085
cg01610561,FALSE,TRUE,FALSE,2.39e-28,0,0,-0.005,0,Island,PDCD2L,Body,NM_032346
cg07219978,FALSE,TRUE,FALSE,2.42e-28,0,0,-0.022,0,OpenSea,"","",""
cg12743743,FALSE,TRUE,FALSE,2.46e-28,0,0,-0.004,0,Island,WIBG;WIBG,Body;TSS1500,NM_032345;NM_001143853
cg23323891,FALSE,TRUE,TRUE,2.46e-28,2.86e-98,0,-0.027,-0.014,OpenSea,"","",""
cg18684142,FALSE,TRUE,FALSE,2.46e-28,0,0,0.033,0,N_Shelf,LOC404266;LOC404266;HOXB6,Body;Body;TSS200,NR_033204;NR_033201;NM_018952
cg05380734,FALSE,TRUE,FALSE,2.47e-28,0,0,0.028,0,OpenSea,USP36,Body,NM_025090
cg24152732,FALSE,TRUE,FALSE,2.56e-28,0,0,0.043,0,N_Shore,SIRT6,Body,NM_016539
cg02025578,FALSE,TRUE,FALSE,2.61e-28,0,0,-0.008,0,OpenSea,ZWILCH;ZWILCH;RPL4,TSS200;TSS200;TSS200,NM_017975;NR_003105;NM_000968
cg03593471,FALSE,TRUE,FALSE,2.61e-28,0,0,-0.045,0,OpenSea,"","",""
cg22986999,FALSE,TRUE,FALSE,2.66e-28,0,0,-0.028,0,S_Shelf,MRGPRF;MRGPRF,TSS1500;TSS1500,NM_001098515;NM_145015
