cgid,is.haftorn.2021.dmp,is.merid.2020.dmp,is.cord.blood.dmp,cord.blood.ttests.padjusted,cord.blood.ttest.pnominal,cord.blood.ttest.tvalue,cord.blood.ttest.std.err,cord.blood.ttest.estimate,relation.to.island,ucsc.gene.names,ucsc.gene.groups,ucsc.gene.acc
cg07566707,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg08421910,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,C6orf105;C6orf105,Body;Body,NM_032744;NM_001143948
cg16577595,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg26572901,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg09406989,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,CDH1,Body,NM_004360
cg12213811,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,SETD1B,Body,NM_015048
cg04609499,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg06832898,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,CBFA2T3,Body,NM_005187
cg22523050,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,CREB3L2,3'UTR,NM_194071
cg07695566,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,CYB561,TSS1500,NM_001915
cg02743674,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,TRPM5,Body,NM_014555
cg07104495,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,MIF4GD,Body,NM_020679
cg17095489,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg10101634,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,CMTM7;CMTM7,TSS1500;TSS1500,NM_138410;NM_181472
cg12422351,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg22235877,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,FAM195B;FAM195B;DYSFIP1,TSS1500;TSS1500;3'UTR,NM_001093767;NM_207368;NM_001007533
cg17786659,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg03878515,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,"","",""
cg16596317,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg20628376,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg21375204,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,CLIP2;CLIP2,Body;Body,NM_032421;NM_003388
cg04255201,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,PNMAL2,TSS200,NM_020709
cg16603374,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,KCNAB2;KCNAB2,Body;Body,NM_003636;NM_172130
cg12656497,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,NCRNA00111,TSS200,NR_024367
cg21721681,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,DBP,3'UTR,NM_001352
cg23280730,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,C1orf100,Body,NM_001012970
cg24158157,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,"","",""
cg16531955,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,FRS2;FRS2,Body;Body,NM_001042555;NM_006654
cg07956751,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,GIMAP7,TSS200,NM_153236
cg08665853,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,RNF14;RNF14;RNF14;RNF14;RNF14,TSS1500;TSS1500;TSS1500;TSS1500;5'UTR,NM_183400;NM_183398;NM_004290;NM_183401;NM_183399
cg02462416,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,"","",""
cg02551743,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,MEIS1,Body,NM_002398
cg17168875,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,ABCG4;ABCG4,Body;Body,NM_001142505;NM_022169
cg10526478,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,IRF8,5'UTR,NM_002163
cg11644817,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,MGC16275,Body,NR_026914
cg13279927,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,LAMA5,Body,NM_005560
cg19731612,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,NSD1;NSD1,TSS1500;TSS1500,NM_022455;NM_172349
cg03807391,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,LY6G6F,Body,NM_001003693
cg21560526,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg02481642,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,WISP2,TSS200,NM_003881
cg09035529,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,SLC22A11,Body,NM_018484
cg18933685,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,SDK1;SDK1,Body;Body,NR_027816;NM_152744
cg12460254,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,ECE1,Body,NM_001113348
cg12760299,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,PXDN,Body,NM_012293
cg06462220,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,KIAA1949;KIAA1949,Body;Body,NM_001134870;NM_133471
cg12062133,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg25634032,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,LOC100130987;CLCF1;CLCF1,Body;Body;5'UTR,NR_024469;NM_013246;NM_001166212
cg04608933,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,KCNQ1;KCNQ1,Body;Body,NM_000218;NM_181798
cg00861847,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,AUTS2;AUTS2;AUTS2,Body;Body;Body,NM_015570;NM_001127232;NM_001127231
cg07081054,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,TOM1L1,Body,NM_005486
cg01984511,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,DTX1;DTX1,1stExon;5'UTR,NM_004416;NM_004416
cg14413262,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,SLC45A1,TSS1500,NM_001080397
cg16629523,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,CTTN;CTTN,Body;Body,NM_138565;NM_005231
cg23293774,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,CHRNA2,Body,NM_000742
cg03518202,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,ZSWIM5,Body,NM_020883
cg09740598,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,SLC13A2;SLC13A2;SLC13A2;SLC13A2,Body;Body;Body;Body,NM_001145976;NM_001145975;NR_027384;NM_003984
cg03802998,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,TP53I11;TP53I11,TSS200;TSS200,NM_006034;NM_001076787
cg22221575,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,PCYT1A,3'UTR,NM_005017
cg12306086,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,TET2;TET2,5'UTR;5'UTR,NM_001127208;NM_017628
cg22626825,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg07286341,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,PDLIM7;PDLIM7;PDLIM7,5'UTR;5'UTR;5'UTR,NM_005451;NM_203352;NM_213636
cg20937934,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,LAMA3;LAMA3;LAMA3;LAMA3,TSS200;TSS200;Body;Body,NM_001127718;NM_000227;NM_198129;NM_001127717
cg01908551,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,METRNL,TSS1500,NM_001004431
cg07669182,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,FYB;FYB,5'UTR;5'UTR,NM_001465;NM_199335
cg01687862,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg16148593,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,PHYHIP;PHYHIP,Body;Body,NM_014759;NM_001099335
cg15798221,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,LOC146880,Body,NR_026899
cg20101110,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,"","",""
cg23407475,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,C10orf55;PLAU;PLAU,Body;5'UTR;Body,NM_001001791;NM_001145031;NM_002658
cg04337403,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,TSSC1,Body,NM_003310
cg16529268,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,CBLC;CBLC,1stExon;1stExon,NM_012116;NM_001130852
cg23476802,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,MYLK2,5'UTR,NM_033118
cg26288449,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,SBK2,TSS1500,NM_001101401
cg00715290,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,SKI,Body,NM_003036
cg06512918,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,"","",""
cg24630764,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,P2RY12;MED12L;P2RY12,5'UTR;Body;5'UTR,NM_176876;NM_053002;NM_022788
cg25215890,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,CD48,Body,NM_001778
cg25567448,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,NEURL3,TSS1500,NR_026875
cg12722469,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,AXL;AXL,TSS200;TSS200,NM_021913;NM_001699
cg03916002,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,KIF3A,Body,NM_007054
cg11641006,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg22047901,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,MIR183;MIR96,TSS1500;TSS1500,NR_029615;NR_029512
cg15726123,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,ALS2CL;ALS2CL,TSS200;Body,NM_182775;NM_147129
cg01749725,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg20784591,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,PILRA;PILRA;PILRA,Body;Body;Body,NM_013439;NM_178272;NM_178273
cg00515814,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg14418690,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,GPSM1;GPSM1;LOC26102,TSS1500;TSS1500;Body,NM_001145638;NM_015597;NR_026964
cg21151432,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,ADCY3,TSS200,NM_004036
cg00337090,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,"","",""
cg25413342,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg21963854,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,MIR548H4,Body,NR_031680
cg22730398,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,"","",""
cg06495347,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,SUOX;SUOX;SUOX,5'UTR;5'UTR;5'UTR,NM_001032386;NM_001032387;NM_000456
cg05622577,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg25317631,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,"","",""
cg15672749,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,MKS1;MKS1,TSS1500;TSS1500,NM_001165927;NM_017777
cg00808648,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,PACS2;PACS2,TSS1500;TSS1500,NM_015197;NM_001100913
cg04359840,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,XYLT1,Body,NM_022166
cg01055562,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,COG2;COG2,TSS1500;TSS1500,NM_001145036;NM_007357
cg12165223,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,"","",""
cg00159523,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,TCF7L2;TCF7L2;TCF7L2;TCF7L2;TCF7L2;TCF7L2,Body;Body;Body;Body;Body;Body,NM_001146284;NM_001146285;NM_030756;NM_001146274;NM_001146286;NM_001146283
cg22076160,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,GNG4;GNG4;GNG4,5'UTR;5'UTR;5'UTR,NM_004485;NM_001098721;NM_001098722
cg24389386,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,HLA-H,TSS1500,NR_001434
cg19702675,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,MYO3B;MYO3B;MYO3B,Body;Body;Body,NM_001083615;NM_001171642;NM_138995
cg24373865,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,ERI3,Body,NM_024066
cg08044694,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,BRD4;BRD4,TSS1500;TSS1500,NM_058243;NM_014299
cg07718903,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,FERMT1,TSS200,NM_017671
cg09127759,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg19172447,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,EP400,Body,NM_015409
cg23065185,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,LAMA4;LAMA4;LAMA4,Body;Body;Body,NM_002290;NM_001105207;NM_001105206
cg14435645,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,HRNBP3,5'UTR,NM_001082575
cg00066748,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,C8orf42,TSS1500,NM_175075
cg02524863,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,"","",""
cg12914014,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,USP7,TSS1500,NM_003470
cg20240715,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,KCNE1;KCNE1;KCNE1;KCNE1,5'UTR;5'UTR;5'UTR;TSS1500,NM_001127668;NM_000219;NM_001127669;NM_001127670
cg24522254,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,"","",""
cg26853855,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,CSRNP3,TSS200,NM_024969
cg21718660,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,IL12A,Body,NM_000882
cg06065019,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,"","",""
cg06562888,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,LOC728264,Body,NR_027180
cg16722947,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,HLA-L,Body,NR_027822
cg09349613,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,CTBP2;CTBP2;CTBP2,Body;Body;Body,NM_001329;NM_022802;NM_001083914
cg20697010,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,"","",""
cg23051123,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg01313358,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,RAB43,TSS1500,NM_198490
cg07318204,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,HHIP,TSS1500,NM_022475
cg24513387,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg03472880,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,"","",""
cg20678800,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,NGF,5'UTR,NM_002506
cg00769590,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,WNT5B;WNT5B,3'UTR;3'UTR,NM_030775;NM_032642
cg07213202,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,ELFN1,5'UTR,NM_001128636
cg18927901,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,PNPLA1;PNPLA1;PNPLA1,5'UTR;5'UTR;TSS200,NM_173676;NM_001145716;NM_001145717
cg25708777,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,SH3D20,TSS1500,NM_174919
cg05704496,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,ZFHX3;ZFHX3,Body;5'UTR,NM_006885;NM_001164766
cg01140143,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,HLA-DPA1,Body,NM_033554
cg08892455,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,"","",""
cg17192599,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,PRKAG2;PRKAG2,5'UTR;Body,NM_001040633;NM_016203
cg02149773,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,IL28A,Body,NM_172138
cg26576398,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,CACNB2;CACNB2;CACNB2;CACNB2;CACNB2;CACNB2;CACNB2;CACNB2,1stExon;Body;Body;5'UTR;Body;Body;Body;Body,NM_000724;NM_201593;NM_201572;NM_000724;NM_201571;NM_201597;NM_201596;NM_001167945
cg01107178,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,ANKRD11,5'UTR,NM_013275
cg15175581,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,FMN1,TSS200,NM_001103184
cg12787405,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,"","",""
cg24812167,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,SNAPC4,TSS1500,NM_003086
cg03983220,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg19977566,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,CACNB2;CACNB2;CACNB2;CACNB2;CACNB2;CACNB2;CACNB2;CACNB2,Body;TSS200;Body;Body;Body;Body;Body;Body,NM_201571;NM_201590;NM_201593;NM_000724;NM_201597;NM_201572;NM_201596;NM_001167945
cg24761467,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,KCNQ1;KCNQ1,Body;Body,NM_000218;NM_181798
cg01834776,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,KHNYN;CBLN3,TSS1500;TSS200,NM_015299;NM_001039771
cg16001335,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,BRD1,TSS1500,NM_014577
cg27107970,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,C17orf70;C17orf70,TSS1500;TSS1500,NM_025161;NM_001109760
cg19474571,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,CLIC1,Body,NM_001288
cg12258847,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,ERN1,Body,NM_001433
cg25409554,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg04307853,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,WSCD1,Body,NM_015253
cg02695343,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,LAG3,TSS200,NM_002286
cg17808195,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,CLRN1;CLRN1;CLRN1OS,1stExon;5'UTR;Body,NM_174878;NM_174878;NR_024066
cg23992493,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,"","",""
cg08059112,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,LINGO3,5'UTR,NM_001101391
cg19328475,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,PRDM6,Body,NM_001136239
cg26038465,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,MAFF;MAFF;MAFF;MAFF,Body;Body;Body;Body,NM_001161573;NM_001161574;NM_001161572;NM_012323
cg01912040,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,"","",""
cg05508862,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,SLC5A10;FAM83G;SLC5A10,Body;Body;Body,NM_001042450;NM_001039999;NM_152351
cg10923561,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,ST18,5'UTR,NM_014682
cg22738655,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,UCMA;UCMA,5'UTR;1stExon,NM_145314;NM_145314
cg14731407,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,CCDC159,Body,NM_001080503
cg07430849,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,RGS11;RGS11,TSS1500;TSS1500,NM_003834;NM_183337
cg14278345,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,IL17REL;IL17REL,5'UTR;1stExon,NM_001001694;NM_001001694
cg15994604,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,EHF,Body,NM_012153
cg11177235,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,ACOT11;FAM151A;FAM151A,Body;1stExon;5'UTR,NM_015547;NM_176782;NM_176782
cg20667964,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,TBXAS1;TBXAS1;TBXAS1;TBXAS1;TBXAS1;TBXAS1,Body;Body;Body;Body;Body;5'UTR,NM_001166253;NR_029394;NM_001130966;NM_001061;NM_030984;NM_001166254
cg12608132,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,EPAS1,Body,NM_001430
cg22112435,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,POMGNT1;POMGNT1,Body;TSS1500,NR_024332;NM_017739
cg09888026,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,TMEM105,5'UTR,NM_178520
cg13299942,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,CCDC60,Body,NM_178499
cg24297873,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,MAD1L1;MAD1L1;MAD1L1,Body;Body;Body,NM_003550;NM_001013837;NM_001013836
cg06460691,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,FAM169A,TSS1500,NM_015566
cg19974448,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,LOC100169752,TSS200,NR_023362
cg24883899,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,APC2,Body,NM_005883
cg10951380,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,KIRREL,Body,NM_018240
cg07166409,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,SEMA4C,5'UTR,NM_017789
cg20571592,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,"","",""
cg25529535,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg09535358,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,HLA-A,Body,NM_002116
cg01821684,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,RAC1;RAC1,Body;Body,NM_018890;NM_006908
cg03102442,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,MTSS1,Body,NM_014751
cg15914335,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,PXDN,Body,NM_012293
cg16209444,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,ACOX2,5'UTR,NM_003500
cg18427465,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,FBXO34;FBXO34,TSS1500;TSS1500,NM_152231;NM_017943
cg21193744,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,ANGPT2;ANGPT2;ANGPT2;MCPH1,Body;Body;Body;Body,NM_001118888;NM_001147;NM_001118887;NM_024596
cg02175873,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,"","",""
cg04209035,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,STK11IP,Body,NM_052902
cg14861298,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,SDHA,Body,NM_004168
cg16977872,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,FKBP2;FKBP2;FKBP2,TSS1500;TSS1500;TSS1500,NM_057092;NM_004470;NM_001135208
cg27618369,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,ZNF423,Body,NM_015069
cg08387835,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,"","",""
cg17615629,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,HLA-E,Body,NM_005516
cg26128121,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,CACNB1,Body,NM_000723
cg19769182,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,PRRT2,5'UTR,NM_145239
cg22377142,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,C1orf85,Body,NM_144580
cg09824900,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,IGF1R,Body,NM_000875
cg04036329,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,ULK2;ULK2,TSS1500;TSS1500,NM_014683;NM_001142610
cg08761208,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,IGDCC4,Body,NM_020962
cg15318814,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,ZAP70;ZAP70,Body;Body,NM_001079;NM_207519
cg01966425,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,PSORS1C1,5'UTR,NM_014068
cg04006457,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,TRIM40,Body,NM_138700
cg04101060,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,PITX1,Body,NM_002653
cg23506842,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,PTPN7,TSS1500,NM_002832
cg23801885,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,PACSIN1,5'UTR,NM_020804
cg03945400,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,"","",""
cg05182265,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,UBE3C,Body,NM_014671
cg08640466,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,"","",""
cg16044595,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,GPR137B,TSS1500,NM_003272
cg17917325,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,SUMF2;SUMF2;SUMF2;SUMF2;SUMF2,Body;Body;Body;Body;Body,NM_001042470;NM_001042469;NM_001146333;NM_001130069;NM_015411
